STUDY_ID	SAMPLE_ID	KRAS	EGFR	AURKA	TP53
luad_cptac_2020	C3N-01023	-2.2229624	-1.1239359	NA	-0.4398979
luad_cptac_2020	C3N-01024	0.26433077	-0.75798863	NA	0.30594736
luad_cptac_2020	C3L-00973	1.0625429	-1.1453747	NA	-0.8099831
luad_cptac_2020	C3L-02348	-0.29365698	-0.5869754	NA	-0.7085665
luad_cptac_2020	C3L-02508	1.3697727	-0.92805403	NA	0.22862288
luad_cptac_2020	C3N-00560	2.5878656	-1.0199921	NA	1.1729146
luad_cptac_2020	C3L-00604	-1.0085758	-0.1076059	NA	-0.5490782
luad_cptac_2020	C3N-00199	-0.13965197	1.3014814	NA	-0.80921715
luad_cptac_2020	C3N-00579	0.6160357	-0.313598	NA	1.3941997
luad_cptac_2020	C3N-02582	1.0730765	2.1920679	NA	-0.32925528
luad_cptac_2020	C3L-02350	-1.0510026	-1.1826104	NA	-1.4003786
luad_cptac_2020	C3N-00738	-3.5792599	-1.1528671	NA	-0.5231061
luad_cptac_2020	C3N-00959	0.3110492	-0.78773195	NA	-1.2731292
luad_cptac_2020	C3N-02003	0.29017708	-0.13545364	NA	1.4448559
luad_cptac_2020	C3N-00175	-0.6715984	0.28826547	NA	-0.18915908
luad_cptac_2020	C3N-01823	0.18571897	-0.6521942	NA	-0.89806545
luad_cptac_2020	C3L-02549	0.4585195	-0.036745325	NA	-0.61522704
luad_cptac_2020	C3L-02365	-0.7383111	0.23473643	NA	1.8562666
